id,question,answer
0,Seven red apples and two green apples are in the basket. How many apples are in the basket?,"Reformatted Question: There are <fact1>seven red apples</fact1> and <fact2>two green apples</fact2> in the basket. How many apples are in the basket?

Answer: There are <fact1>seven red apples</fact1> in the basket and <fact2>two green apples</fact2>. To find the total number of apples, we need to add the number of red apples and the number of green apples. So, the total number of apples is <fact1>seven</fact1> + <fact2>two</fact2> = 9 apples. The answer is {9}."
1,Ellen has six more balls than Marin. Marin has nine balls. How many balls does Ellen have?,"Reformatted Question: Ellen has <fact1>six more balls</fact1> than Marin. Marin has <fact2>nine balls</fact2>. How many balls does Ellen have?

Answer: We know that Marin has <fact2>9 balls</fact2> and Ellen has <fact1>six more balls</fact1> than Marin. So, Ellen must have <fact2>9</fact2> + <fact1>6</fact1> = 15 balls. The answer is {15}."
2,Janet has nine oranges and Sharon has seven oranges. How many oranges do Janet and Sharon have together?,"Reformatted Question: Janet has <fact1>nine oranges</fact1> and Sharon has <fact2>seven oranges</fact2>. How many oranges do Janet and Sharon have together?

Answer: Janet has <fact1>nine oranges</fact1> and Sharon has <fact2>seven oranges</fact2>. To find the total number of oranges they have together, we need to add the number of oranges Janet has to the number of oranges Sharon has. So, <fact1>nine oranges</fact1> + <fact2>seven oranges</fact2> = 16 oranges. The answer is {16}."
3,Allan brought two balloons and Jake brought four balloons to the park. How many balloons did Allan and Jake have in the park?,"Reformatted Question: Allan brought <fact1>two balloons</fact1> and Jake brought <fact2>four balloons</fact2> to the park. How many balloons did Allan and Jake have in the park?

Answer: Allan brought <fact1>2 balloons</fact1> and Jake brought <fact2>4 balloons</fact2>. To find the total number of balloons, we need to add the number of balloons each of them brought. So, the total number of balloons is <fact1>2</fact1> + <fact2>4</fact2> = 6. The answer is {6}."
4,Adam has five more apples than Jackie. Jackie has nine apples. How many apples does Adam have?,"Reformatted Question: Adam has <fact1>five more apples</fact1> than Jackie. Jackie has <fact2>nine apples</fact2>. How many apples does Adam have?

Answer: We know that Jackie has <fact2>9 apples</fact2> and Adam has <fact1>5 more apples</fact1> than Jackie. So, Adam must have <fact2>9</fact2> + <fact1>5</fact1> = 14 apples. The answer is {14}."
5,Brian has four more plums than Paul. Paul has seven plums. How many plums does Brian have?,"Reformatted Question: 
Brian has <fact1>four more plums</fact1> than Paul. Paul has <fact2>seven plums</fact2>. How many plums does Brian have?

Answer: 
We know that Brian has <fact1>four more plums</fact1> than Paul. Since Paul has <fact2>seven plums</fact2>, Brian must have <fact2>seven plums</fact2> plus <fact1>four more plums</fact1>. So, Brian has <fact2>7</fact2> + <fact1>4</fact1> = 11 plums. The answer is {11}."
6,Sandra took six cups of coffee and Marcie took two cups of coffee. How many cups of coffee did Sandra and Marcie take in total?,"Reformatted Question: <fact1>Sandra took six cups of coffee</fact1> and <fact2>Marcie took two cups of coffee</fact2>. How many cups of coffee did Sandra and Marcie take in total?

Answer: To find the total number of cups of coffee Sandra and Marcie took, we need to add the number of cups each of them took. <fact1>Sandra took 6 cups</fact1> and <fact2>Marcie took 2 cups</fact2>. So, in total they took <fact1>6</fact1> + <fact2>2</fact2> = 8 cups of coffee. The answer is {8}."
7,17 plums were in the basket. More plums were added to the basket. Now there are 21 plums. How many plums were added to the basket?,"Reformatted Question: <fact1>17 plums</fact1> were in the basket. More plums were added to the basket. Now there are <fact2>21 plums</fact2>. How many plums were added to the basket?

Answer: We start with <fact1>17 plums</fact1>. Later we have <fact2>21 plums</fact2>. The difference must be the number of plums that were added. So, the number of plums added must be <fact2>21</fact2> - <fact1>17</fact1> = 4 plums. The answer is {4}."
8,14 red plums and four green plums are in the basket. How many plums are in the basket?,"Reformatted Question: There are <fact1>14 red plums</fact1> and <fact2>four green plums</fact2> in the basket. How many plums are in the basket?

Answer: To find the total number of plums in the basket, we need to add the number of red plums and the number of green plums. There are <fact1>14 red plums</fact1> and <fact2>4 green plums</fact2>. So, the total number of plums is <fact1>14</fact1> + <fact2>4</fact2> = 18. The answer is {18}."
9,Marin has nine apples and Donald has two apples. How many apples do Marin and Donald have together?,"Reformatted Question: Marin has <fact1>nine apples</fact1> and Donald has <fact2>two apples</fact2>. How many apples do Marin and Donald have together?

Answer: Marin has <fact1>nine apples</fact1> and Donald has <fact2>two apples</fact2>. To find the total number of apples they have together, we need to add the number of apples each of them has. So, the total number of apples is <fact1>nine</fact1> + <fact2>two</fact2> = 11 apples. The answer is {11}."
10,46 apples were in the basket. 22 are red and the rest are green. How many apples are green?,"Reformatted Question: There were <fact1>46 apples</fact1> in the basket. <fact2>22 are red</fact2> and the rest are green. How many apples are green?

Answer: We know that there are <fact1>46 apples</fact1> in total. Since <fact2>22 are red</fact2>, the number of green apples must be the difference between the total number of apples and the number of red apples. So, the number of green apples is <fact1>46</fact1> - <fact2>22</fact2> = 24. The answer is {24}."
11,Five red peaches and 14 green peaches are in the basket. How many peaches are in the basket?,"Reformatted Question: There are <fact1>five red peaches</fact1> and <fact2>14 green peaches</fact2> in the basket. How many peaches are in the basket?

Answer: There are <fact1>5 red peaches</fact1> and <fact2>14 green peaches</fact2> in the basket. To find the total number of peaches, we need to add the number of red peaches and the number of green peaches. So, the total number of peaches is <fact1>5</fact1> + <fact2>14</fact2> = 19 peaches. The answer is {19}."
12,20 peaches are in the basket. 25 more peaches are put in the basket. How many peaches are in the basket now?,"Reformatted Question: There are <fact1>20 peaches</fact1> in the basket. <fact2>25 more peaches</fact2> are put in the basket. How many peaches are in the basket now?

Answer: There are <fact1>20 peaches</fact1> in the basket already. <fact2>25 more peaches</fact2> are added. Now there are <fact1>20</fact1> + <fact2>25</fact2> = 45 peaches. The answer is {45}."
13,Two marbles are in the basket. Two marbles are taken out of the basket. How many marbles are in the basket now?,"Reformatted Question: There are <fact1>two marbles</fact1> in the basket. <fact2>Two marbles</fact2> are taken out of the basket. How many marbles are in the basket now?

Answer: We start with <fact1>two marbles</fact1> in the basket. Then, <fact2>two marbles</fact2> are taken out. The difference must be the number of marbles left. Since the number of marbles taken out is the same as the initial number of marbles, we can conclude that there are <fact1>2</fact1> - <fact2>2</fact2> = 0 marbles left in the basket. The answer is {0}."
14,Eight balls were in the basket. Some of the balls were removed from the basket. Now there are six balls. How many balls were removed from the basket?,"Reformatted Question: There were <fact1>eight balls</fact1> in the basket. Some of the balls were removed from the basket. Now there are <fact2>six balls</fact2>. How many balls were removed from the basket?

Answer: We start with <fact1>eight balls</fact1>. Later we have <fact2>six balls</fact2>. The difference must be the number of balls that were removed. So, the number of balls removed must have been <fact1>eight</fact1> - <fact2>six</fact2> = 2 balls. The answer is {2}."
15,Some oranges were in the basket. Five oranges were taken from the basket. Now there are three oranges. How many oranges were in the basket before some of the oranges were taken?,"Reformatted Question: <fact1>Some oranges</fact1> were in the basket. <fact2>Five oranges</fact2> were taken from the basket. Now there are <fact3>three oranges</fact3>. How many oranges were in the basket before some of the oranges were taken?

Answer: We know that <fact2>5 oranges</fact2> were taken from the basket and now there are <fact3>3 oranges</fact3> left. This means that before the oranges were taken, there must have been <fact3>3</fact3> + <fact2>5</fact2> = 8 oranges in the basket. The answer is {8}."
16,Jake has six fewer peaches than Steven. Steven has 13 peaches. How many peaches does Jake have?,"Reformatted Question: Jake has <fact1>six fewer peaches</fact1> than Steven. Steven has <fact2>13 peaches</fact2>. How many peaches does Jake have?

Answer: Since Jake has <fact1>six fewer peaches</fact1> than Steven, we need to subtract 6 from the number of peaches Steven has. Steven has <fact2>13 peaches</fact2>, so Jake has <fact2>13</fact2> - 6 = 7 peaches. The answer is {7}."
