id,question,answer
0,"Each pack of dvds costs 76 dollars. If there is a discount of 25 dollars on each pack, how much do you have to pay to buy each pack?","Each pack of DVDs costs $76, and there is a discount of $25 on each pack. To find the price after the discount, we need to subtract the discount from the original price.

Price after discount = Original price - Discount
Price after discount = $76 - $25
Price after discount = $51

The answer is {51}."
1,"Dan had $ 3 left with him after he bought a candy bar. If he had $ 4 at the start, how much did the candy bar cost?","To find the cost of the candy bar, we need to subtract the amount Dan had left from the amount he had initially. 

Dan had $4 initially and $3 left after buying the candy bar. 

So, the cost of the candy bar is $4 - $3 = $1.

The answer is {1}."
2,Paco had 26 salty cookies and 17 sweet cookies. He ate 14 sweet cookies and 9 salty cookies. How many salty cookies did Paco have left?,"To find out how many salty cookies Paco had left, we need to subtract the number of salty cookies he ate from the total number of salty cookies he initially had.

Paco initially had 26 salty cookies and ate 9 of them. 

So, the number of salty cookies Paco had left is 26 - 9 = 17.

The answer is {17}."
3,43 children were riding on the bus. At the bus stop some children got off the bus. Then there were 21 children left on the bus. How many children got off the bus at the bus stop?,"To find the number of children who got off the bus, we need to subtract the number of children left on the bus from the initial number of children.

Initial number of children = 43
Number of children left on the bus = 21

Number of children who got off the bus = Initial number of children - Number of children left on the bus
= 43 - 21
= 22

The answer is {22}."
4,28 children were riding on the bus. At the bus stop 82 children got on the bus while some got off the bus. Then there were 30 children altogether on the bus. How many more children got on the bus than those that got off?,"To solve this problem, let's break it down step by step:

1. Initially, there were 28 children on the bus.
2. Then, 82 children got on the bus, making the total number of children on the bus 28 + 82 = 110.
3. However, after some children got off the bus, there were 30 children left on the bus.
4. So, the number of children who got off the bus is 110 - 30 = 80.

Now, let's find out how many more children got on the bus than those that got off:

The number of children who got on the bus is 82.
The number of children who got off the bus is 80.

The difference between the two is 82 - 80 = 2.

So, 2 more children got on the bus than those that got off.

Answer: {2}"
5,There were 3 dollars in Olivia's wallet. She collected 49 more dollars from an atm. After she visited a supermarket there were 49 dollars left. How much more money did she collect at the atm than she spent at the supermarket?,"To find out how much more money Olivia collected at the ATM than she spent at the supermarket, we need to first find out how much money she had initially, and then subtract the amount she spent from the amount she collected.

Olivia initially had $3 in her wallet. She then collected $49 from the ATM. So, she had a total of $3 + $49 = $52.

After visiting the supermarket, she had $49 left. This means she spent $52 - $49 = $3 at the supermarket.

Now, to find out how much more money she collected at the ATM than she spent at the supermarket, we subtract the amount she spent from the amount she collected: $49 (collected) - $3 (spent) = $46.

The answer is {$46}."
6,"Jerry had some action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If there are a total of 10 action figures on his shelf now, how many action figures did he have initially on the shelf?","To find out how many action figures Jerry had initially on the shelf, we need to subtract the number of action figures he added later from the total number of action figures on the shelf now.

Let's say Jerry initially had x action figures on the shelf.

Later, he added 7 more action figures to the shelf, making the total number of action figures 10.

So, we can write the equation as: x + 7 = 10

To find the value of x, we need to subtract 7 from both sides of the equation.

x + 7 - 7 = 10 - 7
x = 3

Therefore, Jerry had 3 action figures initially on the shelf.

Answer: {3}"
7,Paco had 41 cookies. He gave 9 cookies to his friend and ate 18 cookies. How many more cookies did he eat than those he gave to his friend?,"To find out how many more cookies Paco ate than those he gave to his friend, we need to first find out how many cookies he ate and how many cookies he gave to his friend.

Paco had 41 cookies initially. He gave 9 cookies to his friend and ate 18 cookies. 

To find out how many cookies he had left after giving some to his friend, we subtract the number of cookies he gave to his friend from the initial number of cookies. 
41 - 9 = 32 cookies left.

However, we know that he ate 18 cookies. So, to find out how many cookies he ate, we don't need to do anything because we already know that he ate 18 cookies.

Now, to find out how many more cookies he ate than those he gave to his friend, we subtract the number of cookies he gave to his friend from the number of cookies he ate.
18 - 9 = 9

The answer is {9}."
8,Mary is baking a cake. The recipe calls for 3 cups of sugar 10 cups of flour and 15 cups of salt. She already put in 6 cups of flour. How many more cups of flour does she need to add?,"To find out how many more cups of flour Mary needs, we need to subtract the amount she has already added from the total amount required. 

The recipe calls for 10 cups of flour, and she has already added 6 cups. 

So, the amount of flour she needs to add is 10 - 6 = 4 cups.

The answer is {4}."
9,A waiter had some customers. After 9 customers left he still had 12 customers. How many customers did he have at the start?,"The waiter had some customers and after 9 customers left, he still had 12 customers. To find the initial number of customers, we need to add the number of customers who left to the number of customers who remained.

So, the initial number of customers = Number of customers who remained + Number of customers who left
= 12 + 9
= 21

The answer is {21}."
10,3 birds were sitting on the fence. 6 more storks and 2 more birds came to join them. How many more storks than birds are sitting on the fence?,"Initially, there were 3 birds on the fence. Then, 2 more birds came to join them, making a total of 3 + 2 = 5 birds. At the same time, 6 more storks came to join them. So, the total number of storks is 6. To find out how many more storks than birds are sitting on the fence, we subtract the number of birds from the number of storks: 6 - 5 = 1.

The answer is {1}."
11,"They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairs, how many chairs do they have in the backyard?","To find the total number of chairs in the backyard, we need to multiply the number of sets of tables by the number of chairs in each set.

Number of sets of tables = 11
Number of chairs in each set = 13

Total number of chairs = Number of sets of tables * Number of chairs in each set
Total number of chairs = 11 * 13
Total number of chairs = 143

The answer is {143}."
12,"In a school there are 458 more girls than boys. If there are 692 girls, how many pupils are there in that school?","To find the total number of pupils in the school, we need to find the number of boys and add it to the number of girls. We are given that there are 458 more girls than boys, and we know that there are 692 girls. 

Let's denote the number of boys as x. Since there are 458 more girls than boys, we can write the equation: x + 458 = 692.

To solve for x, we subtract 458 from both sides of the equation: x = 692 - 458.

x = 234.

This means that there are 234 boys in the school. To find the total number of pupils, we add the number of boys to the number of girls: 234 + 692 = 926.

Therefore, there are 926 pupils in the school.

Answer: {926}"
13,"After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feet, how deep was the water?","To find the depth of the water, we need to first find Dean's height. We know that Dean is 4 feet taller than Ron, and Ron stands at 13 feet. 

So, Dean's height is 13 + 4 = 17 feet.

We are also given that the depth of the water is 15 times Dean's height. 

Therefore, the depth of the water is 15 * 17 = 255 feet.

The answer is {255}."
14,6 birds were sitting on the fence. 4 more birds and 8 more storks came to join them. How many birds are sitting on the fence?,"Initially, there were 6 birds on the fence. 4 more birds joined them, making a total of 6 + 4 = 10 birds. Then, 8 more storks joined them, but storks are not birds, so they do not add to the count of birds. Therefore, the total number of birds sitting on the fence is still 10.

Answer: {10}"
